"locID","CNN","xLoc","yLoc","LocationDescription","curbReturnLoc","positionOnReturn","Latitude","Longitude","LastUpdate","InvenID","conditionScore","detectableSurf","vitalFacilities","heavyTraffic","lipTooHigh","probStreetMeetCR","possBasementObstacle","signalPoleInWing","catchBasinFrontOfCR","insideCrosswalk","surfCond","slopeWing","flushToCorner","colorContrast","paintedRed","topClearance","sideClearance","CRTooNarrow","levelLandTop","levelLandBottom","slopeRangeID","crPossible","crExist","Location"
"21332000-E-Right","21332000","6006334.1974","2099089.47471","29TH ST: MISSION ST intersection","E","Right","37.74403761892","-122.42089365929","2020 Nov 10 06:44:16 AM","6810","100","1",,,"0",,,"0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.74403761892359, -122.42089365929111)"
"26574000-SW-Right","26574000","6003981.39108","2117968.31786","LAGUNA ST: VALLEJO ST intersection","SW","Right","37.79585350386","-122.43018283203","2020 Nov 10 06:44:16 AM","36100","100","1",,,"0",,,"0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.79585350385909, -122.43018283203277)"
"23343000-NE-Left","23343000","5986326.77941","2097304.04127","ESCOLTA WAY: WAWONA ST intersection","NE","Left","37.73795696967","-122.48997093881","2020 Nov 10 06:44:16 AM","17924","0",,,,,,,,,,,,,,,,,,,,,"Y44","0","    (37.7379569696707, -122.48997093880999)"
"25417000-NE-Right","25417000","6009208.77072","2119107.44386","GREEN ST: MASON ST intersection","NE","Right","37.79909578568","-122.41228302123","2020 Nov 10 06:44:16 AM","29290","0",,,,,,,,,,,,,,,,,,,,,"Y30","0","    (37.79909578567792, -122.41228302122676)"
"22088000-W-Right","22088000","5999474.05003","2090057.07119","CAYUGA AVE: GENEVA AVE intersection","W","Right","37.71892865856","-122.44369607333","2020 Nov 10 06:44:16 AM","11099","100","1",,,"0",,,"0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.718928658561246, -122.44369607332958)"
"26824000-NW-Left","26824000","6000857.99412","2115918.37347","CLAY ST: DIVISADERO ST intersection","NW","Left","37.78987228267","-122.44080557286","2020 Nov 10 06:44:16 AM","37786","100","1",,,"0",,,"0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.78987228267477, -122.44080557286408)"
"23645000-SW-Right","23645000","6015165.98617","2105284.92361","19TH ST: MINNESOTA ST intersection","SW","Right","37.761652299","-122.3905733673","2020 Nov 10 06:44:16 AM","19829","100","1",,,"0",,,"0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.76165229899995, -122.3905733673016)"
"21440000-SW-Left","21440000","6000791.55101","2087903.41375","MORSE ST: UNNAMED 071 intersection","SW","Left","37.71308724692","-122.43906892687","2020 Nov 10 06:44:16 AM","7447","0",,,,,,"0",,,,,,,,,,,,,,,"Y29","0","    (37.713087246922065, -122.43906892687164)"
"25306000-SW-Right","25306000","6007188.68355","2117735.0634","MCCORMICK ST: MORRELL PL \ PACIFIC AVE intersection","SW","Right","37.79536007201","-122.41911590854","2020 Nov 10 06:44:16 AM","28782","57",,,,"0","0","0","0","0","0","1","1","1","1","1","1","0","1","1",,"4",,"1","    (37.795360072007135, -122.41911590853712)"
"24952000-NW-Left","24952000","6009255.13349","2115018.51897","POST ST: TAYLOR ST intersection","NW","Left","37.78787215498","-122.411699232","2020 Nov 10 06:44:16 AM","27026","40","0","1","1","0",,"1","0","0","1","1","0",,"0",,,,"1","0","0","4",,"1","    (37.787872154983795, -122.41169923200191)"
"27309000-SW-Right","27309000","5991260.25642","2101771.89093","16TH AVE: PACHECO ST intersection","SW","Right","37.7506515389","-122.47300268411","2020 Nov 10 06:44:16 AM","40896","100","1",,,"0",,,"0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.75065153890474, -122.47300268411439)"
"24491000-N-Right","24491000","6014696.66159","2113353.77599","BRYANT ST: STERLING ST intersection","N","Right","37.78369262868","-122.39284004868","2020 Nov 10 06:44:16 AM","52965","100","1",,,"0",,,"0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.78369262867572, -122.39284004868404)"
"33549000-SE-Right","33549000","5986807.94249","2115303.32745","EL CAMINO DEL MAR: SEACLIFF AVE intersection","SE","Right","37.78748650214","-122.48964135412","2020 Nov 10 06:44:16 AM","48257","-2",,,,,,,,,,,,,,,,,,,,,"N04","0","    (37.787486502138506, -122.48964135411748)"
"25190000-SE-Left","25190000","6006610.24245","2113542.7939","ELLIS ST: VAN NESS AVE intersection","SE","Left","37.78382410425","-122.42100836052","2020 Nov 10 06:44:16 AM","28166","95","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","2",,"1","    (37.78382410425226, -122.42100836052232)"
"24975000-NE-Right-RX","24975000","6010409.22377","2115871.41341","BUSH ST: DASHIELL HAMMETT ST intersection","NE","Right","37.79027533972","-122.40786893798","2020 Nov 10 06:44:16 AM","49162","100","1",,,"0",,"1","0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.790275339721425, -122.4078689379835)"
"409000-W-OB-I","409000","6009233.48156","2110702.03039","08TH ST: HOWARD ST to TEHAMA ST (200 - 231)","W","OB","37.77600756671","-122.41133777693","2020 Nov 10 06:44:16 AM","51936","100","1",,,"0",,,"0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.77600756671113, -122.41133777692754)"
"23571000-SW-Right","23571000","6015417.97549","2105770.30682","18TH ST: TENNESSEE ST intersection","SW","Right","37.76298609252","-122.38973281556","2020 Nov 10 06:44:16 AM","19503","0",,,,,,"0",,,,,,,,,,,,,,,"Y44","0","    (37.76298609252482, -122.38973281555896)"
"22647000-N-Left","22647000","5994994.78603","2094070.00804","NORTHWOOD DR: PIZARRO WAY intersection","N","Left","37.72957193929","-122.45959626683","2020 Nov 10 06:44:16 AM","13912","0",,,,,,,,,,,,,,,,,,,,,"Y30","0","    (37.72957193928526, -122.45959626682571)"
"22242000-NE-Left","22242000","5997084.87109","2093841.72569","FRIDA KAHLO WAY: STAPLES AVE intersection","NE","Left","37.72905823055","-122.45244001054","2020 Nov 10 06:44:16 AM","11913","0",,,,,,,,,,,,,,,,,,,,,"Y44","0","    (37.72905823055039, -122.45244001053564)"
"25375000-NE-Right","25375000","6010603.93099","2120445.46612","CHILD ST: TELEGRAPH PL intersection","NE","Right","37.80288908767","-122.40748276972","2020 Nov 10 06:44:16 AM","29082","-2",,,,,,,,,,,,,,,,,,,,,"N08","0","    (37.802889087670515, -122.407482769718)"
"23107000-SW-Left-BT","23107000","5988133.61897","2091118.42996","ARBALLO DR: VIDAL DR intersection","SW","Left","37.7212058261","-122.48302284473","2020 Nov 10 06:44:16 AM","16443","100","1",,,"0",,,"0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.72120582610396, -122.48302284472736)"
"23681000-NE-Left","23681000","6013456.7035","2106644.37069","17TH ST: MISSOURI ST intersection","NE","Left","37.76513048224","-122.39677089083","2020 Nov 10 06:44:16 AM","20065","100","1",,,"0","0",,"0","0","1","1","1","1","1","1","1","1","1","1","1","2",,"1","    (37.765130482237296, -122.39677089083253)"
"21964000-NE-Right","21964000","6001922.19343","2095507.13279","BOSWORTH ST: LIPPARD AVE intersection","NE","Right","37.73387531581","-122.43583997053","2020 Nov 10 06:44:16 AM","10440","100","1",,,"0","0",,"0","0","1","1","1","1","1",,"1","1","1","1","1","2",,"1","    (37.73387531581208, -122.43583997052536)"
"25723000-SW-Left","25723000","6004195.97858","2105964.95932","17TH ST: CHURCH ST intersection","SW","Left","37.76288985215","-122.42850874987","2020 Nov 10 06:44:16 AM","31009","10","0","1","1","1",,"0","0","0","1","0","0",,"0",,,,"0","0","0","4",,"1","    (37.762889852154935, -122.42850874986578)"
"26887000-SW-Left","26887000","5999251.89201","2116976.1207","BROADWAY: LYON ST intersection","SW","Left","37.79281085283","-122.44644603297","2020 Nov 10 06:44:16 AM","38263","0",,,,,,,,,,,,,,,,,,,,,"Y30","0","    (37.79281085282803, -122.44644603296753)"
"25907000-SW-Right","25907000","6005607.99544","2109771.66922","OCTAVIA ST: ROSE ST intersection","SW","Right","37.77340944505","-122.42396221874","2020 Nov 10 06:44:16 AM","32152","-2",,,,,,,,,,,,,,,,,,,,,"N12","0","    (37.77340944505123, -122.42396221873774)"
"23349000-SE-Right","23349000","5986183.03068","2097515.77773","33RD AVE: VICENTE ST intersection","SE","Right","37.7386626062","-122.49043222573","2020 Nov 10 06:44:16 AM","17968","100","1",,,"0",,,"0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.738662606198346, -122.49043222573042)"
"28073000-W-Center-I","28073000","6009077.12203","2095669.99434","ALEMANY BLVD: HWY 101 S OFF RAMP \ PUTNAM ST intersection","W","Center","37.73473290143","-122.41082950096","2020 Nov 10 06:44:16 AM","45932","100","1",,,"0",,,"0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.73473290142777, -122.41082950096198)"
"21225000-S-Center","21225000","6007177.89421","2097769.36318","BENNINGTON ST: BOCANA ST \ EUGENIA AVE intersection","S","Center","37.74056355537","-122.41777039764","2020 Nov 10 06:44:16 AM","49260","100","1",,,"0",,,"0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.7405635553671, -122.41777039763888)"
"21007000-SE-Right","21007000","6005985.08065","2094366.26368","CAMBRIDGE ST: STONEYBROOK AVE \ TRUMBULL ST intersection","SE","Right","37.73108465516","-122.42175318031","2020 Nov 10 06:44:16 AM","5090","100","1",,,"0",,,"0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.73108465516288, -122.42175318031262)"
"21811000-S-Left","21811000","6001391.14331","2094131.15261","COTTER ST: SAN JOSE AVE intersection","S","Left","37.73025232529","-122.43748575361","2020 Nov 10 06:44:16 AM","9535","-2",,,,,,,,,,,,,,,,,,,,,"N12","0","    (37.73025232528893, -122.43748575361167)"
"7540000-E-MB","7540000","5990840.919662","2109492.170112","JOHN F KENNEDY DR: STOW LAKE DR to TRANSVERSE DR (800 - 999)","E","MB","37.77152072262","-122.47693183541","2020 Nov 10 06:44:16 AM","49627","100","1",,,"0",,"0","0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.771520722617424, -122.47693183541026)"
"26869000-NW-Right","26869000","6001109.34269","2117619.77361","SCOTT ST: VALLEJO ST intersection","NW","Right","37.79459774733","-122.440045217","2020 Nov 10 06:44:16 AM","38118","100","1",,,"0",,,"0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.79459774732568, -122.44004521700145)"
"27446000-SE-Right","27446000","5991834.09222","2110632.12781","CABRILLO ST: PARK PRESIDIO BLVD intersection","SE","Right","37.77500332259","-122.47190510285","2020 Nov 10 06:44:16 AM","41859","100","1","1","1","0",,,"0","0","1","1","1",,"1",,,,"1","1","1","1",,"1","    (37.77500332259257, -122.47190510284796)"
"27282000-NE-Right","27282000","5993458.53122","2112119.03789","08TH AVE: ANZA ST intersection","NE","Right","37.77899391925","-122.46628810061","2020 Nov 10 06:44:16 AM","40672","98","1","1","1","0",,"0","0","0","1","1","1",,"0",,,,"1","1","1","2",,"1","    (37.77899391924881, -122.4662881006147)"
"24287000-N-Right","24287000","6010185.26647","2111725.36151","HOWARD ST: RUSS ST intersection","N","Right","37.77886067335","-122.40827158856","2020 Nov 10 06:44:16 AM","23786","100","1",,,"0",,"0","0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.77886067335276, -122.4082715885641)"
"27969000-SE-Right","27969000","5982357.15448","2109611.42283","44TH AVE: FULTON ST intersection","SE","Right","37.77164037342","-122.50454434861","2020 Nov 10 06:44:16 AM","45465","100","1",,,"0",,,"0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.77164037342274, -122.50454434860819)"
"22623000-NE-Left-RX","22623000","5995886.06541","2093322.11879","PLYMOUTH AVE: WILDWOOD WAY intersection","NE","Left","37.72758996846","-122.4565370384","2020 Nov 10 06:44:16 AM","13763","100","1",,,"0",,,"0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.72758996845746, -122.45653703839943)"
"23973000-NW-Left","23973000","6009654.10743","2103977.33403","21ST ST: BRYANT ST intersection","NW","Left","37.75759494435","-122.40958833663","2020 Nov 10 06:44:16 AM","21804","100","1",,,"0",,,"0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.757594944345854, -122.4095883366346)"
"25014000-SW-Left","25014000","6009916.45041","2117129.20569","CLAY ST: POWELL ST intersection","SW","Left","37.79385191477","-122.40954104835","2020 Nov 10 06:44:16 AM","27320","55",,,,"0","0","0","0","0","1","1","1","1","0","1","1","1","1","1",,"4",,"1","    (37.79385191477273, -122.40954104835036)"
"27240000-SE-Left","27240000","5994441.09258","2110723.12992","05TH AVE: CABRILLO ST intersection","SE","Left","37.77541789394","-122.46280475175","2020 Nov 10 06:44:16 AM","40364","40","0","1","1","0",,"0","0","0","1","1","0",,"0",,,,"1","0","0","4",,"1","    (37.7754178939352, -122.462804751754)"
"25175000-NW-Left","25175000","6007102.01641","2112983.86982","POLK ST: TURK ST intersection","NW","Left","37.78216925612","-122.41899327292","2020 Nov 10 06:44:16 AM","28053","15","0","1","1","1",,"1","0","0","1","1","0",,"0",,,,"0","0","0","4",,"1","    (37.782169256119964, -122.41899327291664)"
"22161000-NE-Right","22161000","5998788.28992","2094405.05888","EDNA ST: HEARST AVE intersection","NE","Right","37.73069923698","-122.44657347651","2020 Nov 10 06:44:16 AM","11503","100","1",,,"0",,"0","0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.73069923698279, -122.44657347650782)"
"21902000-SE-Right","21902000","6005238.77571","2100766.05863","26TH ST: DOLORES ST intersection","SE","Right","37.74863257385","-122.4248450244","2020 Nov 10 06:44:16 AM","10069","82",,,,"0","0","0","0","0","1","1","1","1","1","1","1","1","1","1",,"1",,"1","    (37.748632573852774, -122.42484502439812)"
"50091000-NW-Right-RX","50091000","6015808.37662","2113065.78173","DELANCEY ST: END: 600-699 BLOCK intersection","NW","Right","37.78286987922","-122.3889143939","2020 Nov 10 06:44:16 AM","48877","68","0","0","0","0",,"0","0","0","1","1","1",,"0",,,,"1","1",,"3",,"1","    (37.782869879219376, -122.38891439389783)"
"21705000-S-Left","21705000","6003668.8612","2094351.77782","ALEMANY BLVD: ROUSSEAU ST intersection","S","Left","37.73103987443","-122.42957069852","2020 Nov 10 06:44:16 AM","8859","-2",,,,,,,,,,,,,,,,,,,,,"N12","0","    (37.73103987442759, -122.42957069852176)"
"25403000-NW-Left","25403000","6010311.05133","2121340.45711","FRANCISCO ST: GRANT AVE intersection","NW","Left","37.8052999632","-122.40852125622","2020 Nov 10 06:44:16 AM","29214","82",,,,"0","0","1","0","0","0","1","1","1","1","1","1","1","1","1",,"1",,"1","    (37.80529996319955, -122.40852125622195)"
"20096000-S-Right","20096000","6015580.49223","2089459.41785","GILMAN AVE: GRIFFITH ST intersection","S","Right","37.7182356292","-122.38813686751","2020 Nov 10 06:44:16 AM","274","0",,,,,,"0",,,,,,,,,,,,,,,"Y29","0","    (37.718235629197615, -122.38813686750768)"
"21884000-NW-Left","21884000","6003977.77649","2097138.41055","FAIRMOUNT ST: MIGUEL ST intersection","NW","Left","37.7385024298","-122.42872773965","2020 Nov 10 06:44:16 AM","9936","-2",,,,,,"0",,,,,,,,,,,,,,,"N12","0","    (37.73850242980364, -122.42872773965483)"
"24560000-S-Left-I","24560000","6013614.6652","2115797.443488","FREMONT ST: MISSION ST intersection","S","Left","37.79046105434","-122.39668969476","2020 Nov 10 06:44:16 AM","52029","100","1",,,"0",,,"0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.790461054339964, -122.39668969475805)"
"23413000-SE-Right-BT","23413000","5985750.51416","2100904.78243","34TH AVE: QUINTARA ST intersection","SE","Right","37.74793568069","-122.4921559179","2020 Nov 10 06:44:16 AM","18451","58","1","1","1","0",,"0","0","0","1","1","0",,"0",,,,"1","0","0","3",,"1","    (37.7479356806942, -122.492155917897)"
"25419000-SW-Right","25419000","6009141.66948","2119298.92773","MASON ST: WEBB PL intersection","SW","Right","37.79976475516","-122.41241755524","2020 Nov 10 06:44:16 AM","29298","-2",,,,,,,,,,,,,,,,,,,,,"N12","0","    (37.79976475516284, -122.41241755523659)"
"20596000-W-Left","20596000","6010681.10242","2090441.59765","MANSELL ST: SOMERSET ST intersection","W","Left","37.72050866645","-122.40500936981","2020 Nov 10 06:44:16 AM","2923","0",,,,,,,,,,,,,,,,,,,,,"Y28","0","    (37.720508666453846, -122.4050093698088)"
"27539000-NW-Right","27539000","5989303.90338","2113366.47109","21ST AVE: CLEMENT ST intersection","NW","Right","37.78221229861","-122.48059001629","2020 Nov 10 06:44:16 AM","42521","0",,,,,,,,,,,,,,,,,,,,,"Y44","0","    (37.78221229861496, -122.48059001629147)"
"24251000-W-Right","24251000","6010553.49736","2110316.39911","HARRISON ST: LANGTON ST intersection","W","Right","37.77509302465","-122.40682892614","2020 Nov 10 06:44:16 AM","23610","-2",,,,,,,,,,,,,,,,,,,,,"N08","0","    (37.77509302464936, -122.40682892613508)"
"23455000-NW-Left","23455000","5982122.28356","2096763.09157","46TH AVE: WAWONA ST intersection","NW","Left","37.73618211","-122.5042277513","2020 Nov 10 06:44:16 AM","18742","79","1","1","0","0",,"0","0","0","1","1","1",,"1",,,,"1","0","0","1",,"1","    (37.73618210999506, -122.50422775129512)"
"24714000-SW-Left","24714000","6012017.12961","2118075.80944","BALANCE ST: JACKSON ST intersection","SW","Left","37.79655455308","-122.4024024444","2020 Nov 10 06:44:16 AM","25921","-2",,,,,,,,,,,,,,,,,,,,,"N12","0","    (37.796554553080156, -122.40240244439568)"
"26056000-SE-Right","26056000","6001633.9568","2110778.30533","DIVISADERO ST: GROVE ST intersection","SE","Right","37.77592539182","-122.43798984811","2020 Nov 10 06:44:16 AM","33150","100","1",,,"0",,"0","0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.77592539181599, -122.43798984810608)"
"25823000-NE-Right","25823000","6002279.55295","2106820.6433","BEAVER ST: CASTRO ST intersection","NE","Right","37.76492644658","-122.43539572685","2020 Nov 10 06:44:16 AM","31686","-2",,,,,,,,,,,,,,,,,,,,,"N12","0","    (37.76492644658016, -122.43539572685435)"
"21552000-E-Left","21552000","5996872.25963","2086419.22905","ACTON ST: MISSION ST \ SICKLES AVE intersection","E","Left","37.70880632389","-122.45266472168","2020 Nov 10 06:44:16 AM","8030","70",,,,"0","0","0","0","0","1","1","1","1","1","1","1","1","1","1",,"3",,"1","    (37.70880632388997, -122.45266472168214)"
"20237000-N-Left","20237000","6016032.71442","2097929.19258","FAIRFAX AVE: NEWHALL ST intersection","N","Left","37.74129735244","-122.38714331213","2020 Nov 10 06:44:16 AM","1011","0",,,,,,,,,,,,,,,,,,,,,"Y44","0","    (37.74129735243692, -122.38714331213426)"
"26836000-NE-Left-I","26836000","5999011.18449","2113261.89486","GEARY BLVD: MASONIC AVE intersection","NE","Left","37.78239162828","-122.44730151357","2020 Nov 10 06:44:16 AM","37868","100","1",,,"0",,,"0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.78239162827885, -122.44730151357119)"
"22044000-NE-Left","22044000","6001388.98616","2100001.90858","27TH ST: DOUGLASS ST intersection","NE","Left","37.74623132409","-122.43801133459","2020 Nov 10 06:44:16 AM","10881","100","1",,,"0",,,"0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.74623132409245, -122.43801133458715)"
"33275000-SE-Left","33275000","6017566.15985","2096537.7472","BOWMAN CT: KEITH ST intersection","SE","Left","37.73776969872","-122.38179490083","2020 Nov 10 06:44:16 AM","47532","0",,,,,,,,,,,,,,,,,,,,,"Y44","0","    (37.73776969871728, -122.38179490082956)"
"27834000-SW-Left","27834000","5986878.00141","2111819.22189","29TH AVE: ANZA ST intersection","SW","Left","37.77797179522","-122.48887552184","2020 Nov 10 06:44:16 AM","44530","100","1",,,"0",,,"0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.77797179521854, -122.48887552183699)"
"23650000-SE-Left","23650000","6015190.74892","2105756.9184","18TH ST: MINNESOTA ST intersection","SE","Left","37.76292573303","-122.39069849421","2020 Nov 10 06:44:16 AM","19866","0",,,,,,"0",,,,,,,,,,,,,,,"Y30","0","    (37.76292573303423, -122.39069849420848)"
"23928000-N-Right","23928000","6010969.45585","2110724.90748","HARRISON ST: SHERMAN ST intersection","N","Right","37.77616196566","-122.40547606257","2020 Nov 10 06:44:16 AM","21483","100","1","0","0","0","0",,"0","0","1","1","1","1","1","0","0","1","1","1","1","2",,"1","    (37.776161965660116, -122.40547606257188)"
"21418000-SE-Left","21418000","6000659.51879","2086867.76753","HANOVER ST: POPE ST intersection","SE","Left","37.71021712264","-122.43957484007","2020 Nov 10 06:44:16 AM","49818","-1",,,,,,,,,,,,,,,,,,,,,"Y24","0","    (37.710217122637275, -122.43957484006641)"
"24241000-NW-Center-I","24241000","6007360.08643","2108527.97585","13TH ST: SOUTH VAN NESS AVE intersection","NW","Center","37.76981506544","-122.4177531933","2020 Nov 10 06:44:16 AM","49243","100","1",,,"0",,,"0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.76981506544375, -122.41775319329611)"
"25280000-SE-Right","25280000","6007462.16824","2117776.88517","HYDE ST: PACIFIC AVE intersection","SE","Right","37.79546357081","-122.41829349916","2020 Nov 10 06:44:16 AM","28627","35","0","0","1","1","1","0","0","0","1","1","0","1","0","0","1","1","1","0","0","4",,"1","    (37.79546357081155, -122.41829349915707)"
"25115000-E-Right-RX","25115000","6009315.81119","2118397.99351","BROADWAY: MASON ST intersection","E","Right","37.79713217856","-122.41188814165","2020 Nov 10 06:44:16 AM","27739","93","0","1","1","0",,"0","0","0","1","1","1",,"0",,,,"1","1","1","2",,"1","    (37.797132178555415, -122.4118881416489)"
"30708000-NW-Left","30708000","6006487.37459","2113749.2656","OLIVE ST: VAN NESS AVE intersection","NW","Left","37.78428327772","-122.42117098676","2020 Nov 10 06:44:16 AM","46309","-2",,,,,,,,,,,,,,,,,,,,,"N12","0","    (37.78428327771847, -122.4211709867585)"
"23166000-NW-Left","23166000","5989103.96907","2096041.47818","23RD AVE: CRESTLAKE DR \ SLOAT BLVD intersection","NW","Left","37.73453252253","-122.47945964796","2020 Nov 10 06:44:16 AM","16795","100","1",,,"0",,,"0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.734532522530266, -122.47945964795544)"
"24505000-W-Right","24505000","6014563.1045","2115018.87953","FOLSOM ST: ZENO PL intersection","W","Right","37.78822643852","-122.39330569074","2020 Nov 10 06:44:16 AM","24914","-2",,,,,,,,,,,,,,,,,,,,,"N12","0","    (37.788226438518805, -122.39330569073542)"
"22256000-NW-Right-BT","22256000","5996776.76278","2094751.94697","MONTEREY BLVD: RIDGEWOOD AVE intersection","NW","Right","37.73153063289","-122.45341134363","2020 Nov 10 06:44:16 AM","12016","79","1","1","1","0",,"0","0","0","1","1","1",,"1",,,,"1","0","0","1",,"1","    (37.731530632891214, -122.45341134363431)"
"21555000-N-Right","21555000","5997626.84999","2087518.47226","HURON AVE: MILAN TER intersection","N","Right","37.7117200393","-122.45000524991","2020 Nov 10 06:44:16 AM","8056","0",,,,,,,,,,,,,,,,,,,,,"Y44","0","    (37.71172003929706, -122.45000524991082)"
"23111000-SW-Right","23111000","5987616.59803","2090628.11663","ACEVEDO AVE: VIDAL DR intersection","SW","Right","37.71984527847","-122.484744478","2020 Nov 10 06:44:16 AM","16468","-2",,,,,,,,,,,,,,,,,,,,,"N04","0","    (37.71984527847272, -122.48474447799815)"
"26214000-SE-Right","26214000","5998917.51112","2106050.56709","ASHBURY ST: CLAYTON ST intersection","SE","Right","37.76272222107","-122.44699434284","2020 Nov 10 06:44:16 AM","33976","-2",,,,,,,,,,,,,,,,,,,,,"N04","0","    (37.76272222106704, -122.44699434283854)"
"25541000-SE-Left","25541000","6006971.19318","2118925.97014","EASTMAN ST: RUSSELL ST intersection","SE","Left","37.79859459096","-122.4199856895","2020 Nov 10 06:44:16 AM","29893","-2",,,,,,,,,,,,,,,,,,,,,"N04","0","    (37.798594590957364, -122.4199856894992)"
"27217000-E-Left","27217000","5996604.26932","2112899.07327","COMMONWEALTH AVE: GEARY BLVD intersection","E","Left","37.78143112655","-122.45552398494","2020 Nov 10 06:44:16 AM","51224","72","0","1","1","0",,"0","0","0","1","1","1",,"1",,,,,,,"5",,"1","    (37.78143112654954, -122.45552398494239)"
"22499000-NW-Left","22499000","5994002.57738","2089031.8941","MINERVA ST: ORIZABA AVE intersection","NW","Left","37.71561929011","-122.46261521358","2020 Nov 10 06:44:16 AM","13172","0",,,,,,,,,,,,,,,,,,,,,"Y29","0","    (37.7156192901138, -122.46261521358073)"
"21720000-S-Right","21720000","6002343.87927","2090400.63349","MADRID ST: RUSSIA AVE intersection","S","Right","37.72006279218","-122.43398510778","2020 Nov 10 06:44:16 AM","8964","100","1",,,"0",,,"0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.72006279217796, -122.43398510778198)"
"21265000-SE-Right","21265000","6005557.0943","2097090.58173","APPLETON AVE: GLADYS ST intersection","SE","Right","37.73860147666","-122.42335265783","2020 Nov 10 06:44:16 AM","6497","100","1",,,"0",,,"0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.73860147665964, -122.42335265782955)"
"25247000-SE-Right","25247000","6008003.3837","2116534.98345","KIMBALL PL: SACRAMENTO ST intersection","SE","Right","37.79208769501","-122.4162906485","2020 Nov 10 06:44:16 AM","28473","-1",,,,,,,,,,,,,,,,,,,,,"Y24","0","    (37.79208769500795, -122.41629064849538)"
"22279000-SE-Right","22279000","6000784.64781","2096912.66935","ARBOR ST: DIAMOND HEIGHTS BLVD intersection","SE","Right","37.73778912329","-122.43991979408","2020 Nov 10 06:44:16 AM","12157","100","1",,,"0",,,"0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.73778912328869, -122.43991979407507)"
"23551000-NE-Right","23551000","6015925.21136","2103055.63738","03RD ST: 23RD ST intersection","NE","Right","37.75538987133","-122.38800112044","2020 Nov 10 06:44:16 AM","19384","87","1","0","1","0",,"0","0","0","1","1","1",,"1",,,,"1","1","0","1",,"1","    (37.755389871332056, -122.3880011204359)"
"33362000-SE-Left","33362000","6006203.87778","2100512.72022","CESAR CHAVEZ ST: SAN JOSE AVE intersection","SE","Left","37.74803211076","-122.42138474695","2020 Nov 10 06:44:16 AM","50305","100","1",,,"0",,,"0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.74803211076404, -122.42138474695089)"
"24696000-SW-Right","24696000","6012505.54595","2118138.15348","BATTERY ST: JACKSON ST intersection","SW","Right","37.79677682943","-122.40068133717","2020 Nov 10 06:44:16 AM","25815","52","1","1","1","0",,"0","1","0","1","0","1",,"1",,,,"0","0","0","2",,"1","    (37.79677682942642, -122.40068133716684)"
"21068000-NE-Left","21068000","6008830.95816","2097476.15576","CORTLAND AVE: PRENTISS ST intersection","NE","Left","37.73970999601","-122.41199163831","2020 Nov 10 06:44:16 AM","5378","0",,,,,,,,,,,,,,,,,,,,,"Y44","0","    (37.73970999600713, -122.41199163830656)"
"25686000-NE-Right","25686000","6005838.24925","2105742.38923","BIRD ST: DEARBORN ST intersection","NE","Right","37.76222911365","-122.42297990008","2020 Nov 10 06:44:16 AM","30793","0",,,,,,"0",,,,,,,,,,,,,,,"Y30","0","    (37.76222911364662, -122.42297990008257)"
"20316000-N-Right","20316000","6010557.16501","2086881.36264","DESMOND ST: VISITACION AVE intersection","N","Right","37.71068281288","-122.40520903911","2020 Nov 10 06:44:16 AM","1349","100","1",,,"0",,,"0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.71068281287948, -122.40520903910614)"
