"locID","CNN","xLoc","yLoc","LocationDescription","curbReturnLoc","positionOnReturn","Latitude","Longitude","LastUpdate","InvenID","conditionScore","detectableSurf","vitalFacilities","heavyTraffic","lipTooHigh","probStreetMeetCR","possBasementObstacle","signalPoleInWing","catchBasinFrontOfCR","insideCrosswalk","surfCond","slopeWing","flushToCorner","colorContrast","paintedRed","topClearance","sideClearance","CRTooNarrow","levelLandTop","levelLandBottom","slopeRangeID","crPossible","crExist","Location"
"33014000-E-Right","33014000","5994712.48902","2097902.32518","SAN PABLO AVE: SAN PABLO AVE intersection","E","Right","37.74006856695","-122.46107511775","2020 Nov 10 06:44:16 AM","47084","-2",,,,,,,,,,,,,,,,,,,,,"N04","0","    (37.740068566951635, -122.4610751177511)"
"11496201-N-MB","11496201","5993235.12682","2100291.40636","SAN MARCOS AVE: UNNAMED 031 \ UNNAMED 032 to SAN MARCOS AVE (200 - 366)","N","MB",,,"2020 Nov 10 06:44:16 AM","50761","100","1",,,"0",,"0","0","0","1","1","1",,"1",,,,"1","1","1","2",,"1",
"22919000-NW-Right","22919000","5993675.05605","2097596.50657","SAN LORENZO WAY: SANTA MONICA WAY intersection","NW","Right","37.73933684816","-122.46427014994","2020 Nov 10 06:44:16 AM","15446","-2",,,,,,,,,,,,,,,,,,,,,"N04","0","    (37.73933684815814, -122.46427014994458)"
"22831000-SE-Left","22831000","5994256.9978","2097342.85156","SAN PABLO AVE: SANTA MONICA WAY intersection","SE","Left","37.73870823003","-122.4624742234","2020 Nov 10 06:44:16 AM","14985","0",,,,,,,,,,,,,,,,,,,,,"Y29","0","    (37.73870823003463, -122.46247422340173)"
"33606000-NE-Left","33606000","6000385.07544","2092891.28468","SAN JUAN AVE: UNNAMED 041 intersection","NE","Left","37.72668869861","-122.4409679574","2020 Nov 10 06:44:16 AM","48365","-1",,,,,,,,,,,,,,,,,,,,,"Y24","0","    (37.726688698608534, -122.4409679574026)"
"22974000-E-Right","22974000","5993697.06815","2100366.77826","SAN MARCOS AVE: SANTA RITA AVE intersection","E","Right","37.74681322209","-122.46468348837","2020 Nov 10 06:44:16 AM","15778","-2",,,,,,,,,,,,,,,,,,,,,"N04","0","    (37.74681322208899, -122.46468348837182)"
"11496101-E-MB","11496101","5993254.3584","2100255.0193","SAN MARCOS AVE: UNNAMED #032 to SAN MARCOS AVE (201 - 325)","E","MB",,,"2020 Nov 10 06:44:16 AM","50762","100","1",,,"0",,"0","0","0","1","1","1",,"1",,,,"1","1","1","2",,"1",
"11458101-SE-MB-I","11458101","5998523.859145","2090456.251147","SAN JOSE AVE: GENEVA AVE to NIAGARA AVE (2301 - 2399) -- SOUTH --","SE","MB","37.72009830462","-122.44707546071","2020 Nov 10 06:44:16 AM","52170","0",,,,,,,,,,,,,,,,,,,,,"Y44","0","    (37.720098304617736, -122.44707546071217)"
"22831000-S-Left","22831000","5994208.03891","2097336.76791","SAN PABLO AVE: SANTA MONICA WAY intersection","S","Left","37.73870823003","-122.4624742234","2020 Nov 10 06:44:16 AM","14983","0",,,,,,,,,,,,,,,,,,,,,"Y44","0","    (37.73870823003463, -122.46247422340173)"
"33606000-SE-Right","33606000","6000365.99871","2092860.67188","SAN JUAN AVE: UNNAMED 041 intersection","SE","Right","37.72668869861","-122.4409679574","2020 Nov 10 06:44:16 AM","48367","-1",,,,,,,,,,,,,,,,,,,,,"Y24","0","    (37.726688698608534, -122.4409679574026)"
"22919000-SW-Left","22919000","5993688.44579","2097578.79893","SAN LORENZO WAY: SANTA MONICA WAY intersection","SW","Left","37.73933684816","-122.46427014994","2020 Nov 10 06:44:16 AM","15448","-2",,,,,,,,,,,,,,,,,,,,,"N04","0","    (37.73933684815814, -122.46427014994458)"
"22974000-N-Center","22974000","5993646.15126","2100387.02198","SAN MARCOS AVE: SANTA RITA AVE intersection","N","Center","37.74681322209","-122.46468348837","2020 Nov 10 06:44:16 AM","15779","-2",,,,,,,,,,,,,,,,,,,,,"N04","0","    (37.74681322208899, -122.46468348837182)"
"22918000-E-Left","22918000","5993712.29483","2097375.58247","SAN LORENZO WAY: SANTA MONICA WAY intersection","E","Left","37.7386305835","-122.46436146336","2020 Nov 10 06:44:16 AM","15438","0",,,,,,,,,,,,,,,,,,,,,"Y30","0","    (37.73863058349783, -122.4643614633581)"
"11512000-E-MB","11512000","6003593.02601","2106353.83867","SANCHEZ ST: 16TH ST to 17TH ST (300 - 399)","E","MB","37.76356307684","-122.43080443704","2020 Nov 10 06:44:16 AM","49572","100","1",,,"0",,"0","0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.763563076838864, -122.43080443704326)"
"22831000-NE-Right","22831000","5994254.38626","2097429.89043","SAN PABLO AVE: SANTA MONICA WAY intersection","NE","Right","37.73870823003","-122.4624742234","2020 Nov 10 06:44:16 AM","14981","0",,,,,,,,,,,,,,,,,,,,,"Y29","0","    (37.73870823003463, -122.46247422340173)"
"33606000-NW-Right","33606000","6000354.25398","2092913.27315","SAN JUAN AVE: UNNAMED 041 intersection","NW","Right","37.72668869861","-122.4409679574","2020 Nov 10 06:44:16 AM","48366","-1",,,,,,,,,,,,,,,,,,,,,"Y24","0","    (37.726688698608534, -122.4409679574026)"
"22918000-SW-Right","22918000","5993703.39228","2097355.02444","SAN LORENZO WAY: SANTA MONICA WAY intersection","SW","Right","37.7386305835","-122.46436146336","2020 Nov 10 06:44:16 AM","15443","-2",,,,,,,,,,,,,,,,,,,,,"N04","0","    (37.73863058349783, -122.4643614633581)"
"11458101-S-MB","11458101","5998509.180373","2090427.811376","SAN JOSE AVE: GENEVA AVE to NIAGARA AVE (2301 - 2399) -- SOUTH --","S","MB","37.72009830462","-122.44707546071","2020 Nov 10 06:44:16 AM","52169","0",,,,,,,,,,,,,,,,,,,,,"Y44","0","    (37.720098304617736, -122.44707546071217)"
"11458101-E-MB-I","11458101","5998529.805062","2090467.771219","SAN JOSE AVE: GENEVA AVE to NIAGARA AVE (2301 - 2399) -- SOUTH --","E","MB","37.72009830462","-122.44707546071","2020 Nov 10 06:44:16 AM","52171","0",,,,,,,,,,,,,,,,,,,,,"Y44","0","    (37.720098304617736, -122.44707546071217)"
"22832000-W-Left","22832000","5994288.16441","2096557.42334","SAN PABLO AVE: YERBA BUENA AVE intersection","W","Left","37.73634651348","-122.46203920657","2020 Nov 10 06:44:16 AM","14992","-2",,,,,,,,,,,,,,,,,,,,,"N04","0","    (37.73634651348289, -122.46203920657139)"
"22918000-N-Left","22918000","5993680.47271","2097404.2225","SAN LORENZO WAY: SANTA MONICA WAY intersection","N","Left","37.7386305835","-122.46436146336","2020 Nov 10 06:44:16 AM","15440","-2",,,,,,,,,,,,,,,,,,,,,"N04","0","    (37.73863058349783, -122.4643614633581)"
"22919000-NE-Right","22919000","5993746.96077","2097667.62486","SAN LORENZO WAY: SANTA MONICA WAY intersection","NE","Right","37.73933684816","-122.46427014994","2020 Nov 10 06:44:16 AM","15444","0",,,,,,,,,,,,,,,,,,,,,"Y29","0","    (37.73933684815814, -122.46427014994458)"
"11512000-SE-MB","11512000","6003609.78729","2106051.32597","SANCHEZ ST: 16TH ST to 17TH ST (300 - 399)","SE","MB","37.76356307684","-122.43080443704","2020 Nov 10 06:44:16 AM","49573","100","1",,,"0",,"0","0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.763563076838864, -122.43080443704326)"
"33014000-S-Left","33014000","5994594.32882","2097835.49559","SAN PABLO AVE: SAN PABLO AVE intersection","S","Left","37.74006856695","-122.46107511775","2020 Nov 10 06:44:16 AM","47085","-2",,,,,,,,,,,,,,,,,,,,,"N04","0","    (37.740068566951635, -122.4610751177511)"
"22918000-E-Right","22918000","5993702.80337","2097392.62935","SAN LORENZO WAY: SANTA MONICA WAY intersection","E","Right","37.7386305835","-122.46436146336","2020 Nov 10 06:44:16 AM","15439","0",,,,,,,,,,,,,,,,,,,,,"Y44","0","    (37.73863058349783, -122.4643614633581)"
"33606000-SW-Left","33606000","6000335.38952","2092882.50911","SAN JUAN AVE: UNNAMED 041 intersection","SW","Left","37.72668869861","-122.4409679574","2020 Nov 10 06:44:16 AM","48368","-1",,,,,,,,,,,,,,,,,,,,,"Y24","0","    (37.726688698608534, -122.4409679574026)"
"22974000-S-Center","22974000","5993651.40945","2100324.03392","SAN MARCOS AVE: SANTA RITA AVE intersection","S","Center","37.74681322209","-122.46468348837","2020 Nov 10 06:44:16 AM","15780","-2",,,,,,,,,,,,,,,,,,,,,"N04","0","    (37.74681322208899, -122.46468348837182)"
"22832000-E-Right","22832000","5994351.79978","2096555.33509","SAN PABLO AVE: YERBA BUENA AVE intersection","E","Right","37.73634651348","-122.46203920657","2020 Nov 10 06:44:16 AM","14988","-1",,,,,,,,,,,,,,,,,,,,,"Y24","0","    (37.73634651348289, -122.46203920657139)"
"22832000-S-Right","22832000","5994358.78894","2096496.14164","SAN PABLO AVE: YERBA BUENA AVE intersection","S","Right","37.73634651348","-122.46203920657","2020 Nov 10 06:44:16 AM","14991","-2",,,,,,,,,,,,,,,,,,,,,"N04","0","    (37.73634651348289, -122.46203920657139)"
"22918000-N-Right","22918000","5993668.66958","2097402.01581","SAN LORENZO WAY: SANTA MONICA WAY intersection","N","Right","37.7386305835","-122.46436146336","2020 Nov 10 06:44:16 AM","15441","-2",,,,,,,,,,,,,,,,,,,,,"N04","0","    (37.73863058349783, -122.4643614633581)"
"22918000-SW-Left","22918000","5993659.22669","2097382.03882","SAN LORENZO WAY: SANTA MONICA WAY intersection","SW","Left","37.7386305835","-122.46436146336","2020 Nov 10 06:44:16 AM","15442","-2",,,,,,,,,,,,,,,,,,,,,"N04","0","    (37.73863058349783, -122.4643614633581)"
"22919000-NW-Left","22919000","5993722.10222","2097668.32893","SAN LORENZO WAY: SANTA MONICA WAY intersection","NW","Left","37.73933684816","-122.46427014994","2020 Nov 10 06:44:16 AM","15445","-2",,,,,,,,,,,,,,,,,,,,,"N04","0","    (37.73933684815814, -122.46427014994458)"
"22919000-SE-Left","22919000","5993722.31941","2097568.22906","SAN LORENZO WAY: SANTA MONICA WAY intersection","SE","Left","37.73933684816","-122.46427014994","2020 Nov 10 06:44:16 AM","15447","0",,,,,,,,,,,,,,,,,,,,,"Y29","0","    (37.73933684815814, -122.46427014994458)"
"11458101-NE-MB","11458101","5998555.992598","2090506.295506","SAN JOSE AVE: GENEVA AVE to NIAGARA AVE (2301 - 2399) -- SOUTH --","NE","MB","37.72009830462","-122.44707546071","2020 Nov 10 06:44:16 AM","52172","0",,,,,,,,,,,,,,,,,,,,,"Y44","0","    (37.720098304617736, -122.44707546071217)"
"22832000-E-Left","22832000","5994366.24988","2096524.22722","SAN PABLO AVE: YERBA BUENA AVE intersection","E","Left","37.73634651348","-122.46203920657","2020 Nov 10 06:44:16 AM","14987","-1",,,,,,,,,,,,,,,,,,,,,"Y24","0","    (37.73634651348289, -122.46203920657139)"
"33014000-W-Right","33014000","5994582.82556","2097859.78983","SAN PABLO AVE: SAN PABLO AVE intersection","W","Right","37.74006856695","-122.46107511775","2020 Nov 10 06:44:16 AM","47083","100","1",,,"0",,,"0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.740068566951635, -122.4610751177511)"
"22831000-NW-Left","22831000","5994226.99819","2097429.4508","SAN PABLO AVE: SANTA MONICA WAY intersection","NW","Left","37.73870823003","-122.4624742234","2020 Nov 10 06:44:16 AM","14982","-1",,,,,,,,,,,,,,,,,,,,,"Y24","0","    (37.73870823003463, -122.46247422340173)"
"22831000-S-Right","22831000","5994223.27215","2097331.95854","SAN PABLO AVE: SANTA MONICA WAY intersection","S","Right","37.73870823003","-122.4624742234","2020 Nov 10 06:44:16 AM","14984","-2",,,,,,,,,,,,,,,,,,,,,"N04","0","    (37.73870823003463, -122.46247422340173)"
"22832000-NW-Right","22832000","5994300.11419","2096583.81043","SAN PABLO AVE: YERBA BUENA AVE intersection","NW","Right","37.73634651348","-122.46203920657","2020 Nov 10 06:44:16 AM","14990","-2",,,,,,,,,,,,,,,,,,,,,"N04","0","    (37.73634651348289, -122.46203920657139)"
"22919000-SW-Right","22919000","5993700.46381","2097571.06075","SAN LORENZO WAY: SANTA MONICA WAY intersection","SW","Right","37.73933684816","-122.46427014994","2020 Nov 10 06:44:16 AM","15449","-2",,,,,,,,,,,,,,,,,,,,,"N04","0","    (37.73933684815814, -122.46427014994458)"
"22974000-E-Left","22974000","5993698.34439","2100340.39511","SAN MARCOS AVE: SANTA RITA AVE intersection","E","Left","37.74681322209","-122.46468348837","2020 Nov 10 06:44:16 AM","15777","-2",,,,,,,,,,,,,,,,,,,,,"N04","0","    (37.74681322208899, -122.46468348837182)"
"22832000-NW-Left","22832000","5994316.66074","2096592.01711","SAN PABLO AVE: YERBA BUENA AVE intersection","NW","Left","37.73634651348","-122.46203920657","2020 Nov 10 06:44:16 AM","14989","-2",,,,,,,,,,,,,,,,,,,,,"N04","0","    (37.73634651348289, -122.46203920657139)"
"22831000-SW-Right","22831000","5994192.22989","2097361.59135","SAN PABLO AVE: SANTA MONICA WAY intersection","SW","Right","37.73870823003","-122.4624742234","2020 Nov 10 06:44:16 AM","14986","0",,,,,,,,,,,,,,,,,,,,,"Y44","0","    (37.73870823003463, -122.46247422340173)"
"21947000-SW-Right","21947000","6002324.8898","2096267.66769","DIAMOND ST: SURREY ST intersection","SW","Right","37.73619853135","-122.43440127074","2020 Nov 10 06:44:16 AM","10358","0",,,,,,,,,,,,,,,,,,,,,"Y44","0","    (37.73619853135452, -122.43440127073723)"
"21519000-W-Right","21519000","5999098.20892","2088152.61043","ELLINGTON AVE: SALA TER intersection","W","Right","37.71364145534","-122.44489086078","2020 Nov 10 06:44:16 AM","7868","0",,,,,,,,,,,,,,,,,,,,,"Y44","0","    (37.71364145534083, -122.44489086077752)"
"24098000-NE-Left","24098000","6006329.03954","2101445.25429","25TH ST: POPLAR ST intersection","NE","Left","37.75047695827","-122.42098538218","2020 Nov 10 06:44:16 AM","51149","0",,,,,,"0",,,,,,,,,,,,,,,"Y30","0","    (37.7504769582741, -122.42098538217918)"
"24615000-S-Left","24615000","6012124.37513","2114688.71254","ANNIE ST: JESSIE ST intersection","S","Left","37.78727190329","-122.40182465949","2020 Nov 10 06:44:16 AM","25468","0",,,,,,"1",,,,,,,,,,,,,,,"Y32","0","    (37.78727190328904, -122.40182465948614)"
"23655000-NE-Right","23655000","6014322.9767","2106231.3807","MARIPOSA ST: PENNSYLVANIA AVE intersection","NE","Right","37.76402132885","-122.39372979552","2020 Nov 10 06:44:16 AM","19898","0",,,,,,,,,,,,,,,,,,,,,"Y44","0","    (37.764021328852714, -122.39372979552009)"
"20269000-NE-Left","20269000","6013066.28564","2086696.73768","GILLETTE AVE: NIBBI CT intersection","NE","Left","37.71038801199","-122.39670997308","2020 Nov 10 06:44:16 AM","1146","0",,,,,,,,,,,,,,,,,,,,,"Y44","0","    (37.71038801199031, -122.3967099730794)"
"25770000-NW-Left","25770000","6001822.75236","2102666.08796","ALVARADO ST: DIAMOND ST intersection","NW","Left","37.75353957593","-122.4365265271","2020 Nov 10 06:44:16 AM","31351","-1",,,,,,,,,,,,,,,,,,,,,"Y24","0","    (37.75353957592893, -122.43652652710253)"
"27253000-W-Left","27253000","5992719.04484","2108381.18086","MARTIN LUTHER KING JR DR: MUSIC CONCOURSE DR intersection","W","Left","37.76877651586","-122.46833420316","2020 Nov 10 06:44:16 AM","40474","-2",,,,,,,,,,,,,,,,,,,,,"N04","0","    (37.76877651586452, -122.46833420316204)"
"20731000-SW-Left","20731000","6012717.81948","2095406.32296","MADDUX AVE: THOMAS AVE intersection","SW","Left","37.73431131692","-122.39834225925","2020 Nov 10 06:44:16 AM","3594","0",,,,,,,,,,,,,,,,,,,,,"Y30","0","    (37.73431131692387, -122.3983422592485)"
"22491000-SE-Left","22491000","5994015.83392","2087740.26053","ORIZABA AVE: SADOWA ST intersection","SE","Left","37.71227350657","-122.46258129939","2020 Nov 10 06:44:16 AM","13127","0",,,,,,,,,,,,,,,,,,,,,"Y44","0","    (37.71227350657071, -122.46258129938873)"
"26181000-N-Left","26181000","5999793.08645","2104742.04984","19TH ST: CASELLI AVE \ MONO ST intersection","N","Left","37.75913523991","-122.44379475581","2020 Nov 10 06:44:16 AM","51757","0",,,,,,,,,,,,,,,,,,,,,"Y30","0","    (37.759135239906435, -122.44379475581295)"
"22028000-SE-Left","22028000","6002069.83028","2098821.81416","29TH ST: DIAMOND ST intersection","SE","Left","37.74316143249","-122.43555900754","2020 Nov 10 06:44:16 AM","10789","0",,,,,,,,,,,,,,,,,,,,,"Y44","0","    (37.74316143249213, -122.43555900754464)"
"26207000-W-Right","26207000","5999982.24915","2106654.83031","LOMA VISTA TER: ROOSEVELT WAY intersection","W","Right","37.7645575317","-122.4432152753","2020 Nov 10 06:44:16 AM","33942","0",,,,,,,,,,,,,,,,,,,,,"Y29","0","    (37.76455753169514, -122.44321527530357)"
"24327000-W-Left","24327000","6008463.88179","2111487.86527","08TH ST: STEVENSON ST intersection","W","Left","37.77824086996","-122.41414337576","2020 Nov 10 06:44:16 AM","24027","-2",,,,,,,,,,,,,,,,,,,,,"N12","0","    (37.77824086996448, -122.41414337575911)"
"20155000-S-Right","20155000","6015997.26732","2093340.11843","JENNINGS ST: SHAFTER AVE intersection","S","Right","37.7289186421","-122.38698420178","2020 Nov 10 06:44:16 AM","588","0",,,,,,,,,,,,,,,,,,,,,"Y44","0","    (37.728918642096154, -122.38698420178365)"
"25461000-SW-Left","25461000","6009312.35713","2121492.4486","BAY ST: POWELL ST intersection","SW","Left","37.80582491777","-122.41195008785","2020 Nov 10 06:44:16 AM","29479","0",,,,,,,,,,,,,,,,,,,,,"Y30","0","    (37.80582491777124, -122.41195008784935)"
"23616000-SW-Left","23616000","6015284.89505","2102969.32128","23RD ST: MINNESOTA ST intersection","SW","Left","37.75527013216","-122.38998858968","2020 Nov 10 06:44:16 AM","19700","0",,,,,,"0",,,,,,,,,,,,,,,"Y30","0","    (37.755270132161975, -122.38998858968351)"
"21524000-S-Right","21524000","5998759.16104","2088527.98304","HURON AVE: SALA TER intersection","S","Right","37.71470080808","-122.44621270152","2020 Nov 10 06:44:16 AM","7889","0",,,,,,,,,,,,,,,,,,,,,"Y44","0","    (37.71470080808273, -122.44621270151553)"
"22922000-E-Left","22922000","5993495.16337","2097460.30769","SANTA MONICA WAY: SAN LORENZO WAY intersection","E","Left","37.73883525153","-122.46520437521","2020 Nov 10 06:44:16 AM","15461","-2",,,,,,,,,,,,,,,,,,,,,"N04","0","    (37.73883525153363, -122.46520437521389)"
"22958000-E-Right","22958000","5993865.93461","2098701.12017","ALLSTON WAY: CLAREMONT BLVD intersection","E","Right","37.74225942982","-122.46395341755","2020 Nov 10 06:44:16 AM","15695","-2",,,,,,,,,,,,,,,,,,,,,"N04","0","    (37.742259429819136, -122.46395341755148)"
"22005000-NW-Left","22005000","6002658.37798","2099196.78289","CASTRO ST: VALLEY ST intersection","NW","Left","37.74411572678","-122.43339459722","2020 Nov 10 06:44:16 AM","10662","0",,,,,,,,,,,,,,,,,,,,,"Y44","0","    (37.74411572677734, -122.43339459722031)"
"26613000-SW-Right","26613000","6002209.85395","2113266.09957","OFARRELL ST: PIERCE ST intersection","SW","Right","37.78284674787","-122.43602866483","2020 Nov 10 06:44:16 AM","36365","-1",,,,,,,,,,,,,,,,,,,,,"Y24","0","    (37.78284674787499, -122.43602866482995)"
"25779000-NW-Right","25779000","6001746.84601","2104116.78158","20TH ST: DIAMOND ST intersection","NW","Right","37.75755672407","-122.43688639666","2020 Nov 10 06:44:16 AM","31410","0",,,,,,,,,,,,,,,,,,,,,"Y44","0","    (37.75755672407031, -122.43688639665979)"
"20405000-NE-Left","20405000","6007778.75324","2086682.31547","ARGONAUT AVE: BURR AVE intersection","NE","Left","37.71005511481","-122.41499254354","2020 Nov 10 06:44:16 AM","1783","0",,,,,,,,,,,,,,,,,,,,,"Y30","0","    (37.710055114805265, -122.41499254354027)"
"20197000-E-Left","20197000","6016332.47465","2094893.17798","KEITH ST: NEWCOMB AVE intersection","E","Left","37.73310346522","-122.38604554062","2020 Nov 10 06:44:16 AM","765","0",,,,,,,,,,,,,,,,,,,,,"Y30","0","    (37.733103465215564, -122.38604554061598)"
"33409000-NW-Right","33409000","5991505.41768","2093906.09072","JUNIPERO SERRA BLVD: PALOMA AVE intersection","NW","Right","37.72890212979","-122.47159428642","2020 Nov 10 06:44:16 AM","47861","-2",,,,,,,,,,,,,,,,,,,,,"N12","0","    (37.728902129792196, -122.47159428641956)"
"21240000-NW-Right","21240000","6005789.41082","2095380.2558","JUSTIN DR: MURRAY ST intersection","NW","Right","37.73384278129","-122.42237832158","2020 Nov 10 06:44:16 AM","52794","0",,,,,,,,,,,,,,,,,,,,,"Y44","0","    (37.733842781290825, -122.42237832158436)"
"24693000-NE-Left","24693000","6012990.45968","2117605.39273","CLAY ST: FRONT ST intersection","NE","Left","37.79516337219","-122.39914941909","2020 Nov 10 06:44:16 AM","25791","-2",,,,,,,,,,,,,,,,,,,,,"N08","0","    (37.79516337219175, -122.39914941909456)"
"21190000-NE-Right","21190000","6007464.79455","2096179.52023","ANDOVER ST: OGDEN AVE intersection","NE","Right","37.73607431664","-122.41671751719","2020 Nov 10 06:44:16 AM","6051","-2",,,,,,,,,,,,,,,,,,,,,"N12","0","    (37.736074316643894, -122.41671751719316)"
"22479000-N-Left","22479000","5994399.14811","2086630.86807","RHINE ST: WILSON ST intersection","N","Left","37.70908523578","-122.46113996669","2020 Nov 10 06:44:16 AM","13073","0",,,,,,,,,,,,,,,,,,,,,"Y44","0","    (37.70908523578041, -122.46113996669195)"
"24204000-E-Right","24204000","6009934.98252","2108756.41469","BRYANT ST: DORE ST intersection","E","Right","37.77082022793","-122.40913436871","2020 Nov 10 06:44:16 AM","23364","-2",,,,,,,,,,,,,,,,,,,,,"N12","0","    (37.77082022793271, -122.4091343687072)"
"21885000-E-Left","21885000","6003311.81007","2097330.06287","BEACON ST: MIGUEL ST intersection","E","Left","37.73915250439","-122.43117462574","2020 Nov 10 06:44:16 AM","9940","-2",,,,,,,,,,,,,,,,,,,,,"N04","0","    (37.73915250438596, -122.43117462573663)"
"33138000-N-Right","33138000","6018856.36035","2094769.12738","HUNTERS POINT BLVD: INNES AVE intersection","N","Right","37.73249611071","-122.37663803531","2020 Nov 10 06:44:16 AM","47310","0",,,,,,,,,,,,,,,,,,,,,"Y44","0","    (37.73249611071472, -122.37663803531244)"
"25641000-NW-Left","25641000","6004401.88401","2102522.26739","23RD ST: CHURCH ST intersection","NW","Left","37.75329177214","-122.42758322607","2020 Nov 10 06:44:16 AM","30488","0",,,,,,,,,,,,,,,,,,,,,"Y44","0","    (37.75329177214146, -122.42758322606937)"
"20917000-NE-Left","20917000","6008628.6518","2093211.45694","DARTMOUTH ST: FELTON ST intersection","NE","Left","37.72797220712","-122.41248993941","2020 Nov 10 06:44:16 AM","4587","-2",,,,,,,,,,,,,,,,,,,,,"N12","0","    (37.72797220712383, -122.41248993941231)"
"25380000-SW-Left","25380000","6010423.98515","2120496.84659","EDGARDO PL: GRANT AVE intersection","SW","Left","37.80308479078","-122.40807470706","2020 Nov 10 06:44:16 AM","29109","0",,,,,,,,,,,,,,,,,,,,,"Y30","0","    (37.803084790776225, -122.40807470706197)"
"20603000-SE-Left","20603000","6010454.40537","2090277.29319","HOLYOKE ST: MANSELL ST intersection","SE","Left","37.7201317157","-122.40598538407","2020 Nov 10 06:44:16 AM","2970","0",,,,,,,,,,,,,,,,,,,,,"Y44","0","    (37.72013171570414, -122.40598538406864)"
"22808000-W-Left","22808000","5995806.1886","2097995.4372","JUANITA WAY: REX AVE intersection","W","Left","37.7404203584","-122.45699391168","2020 Nov 10 06:44:16 AM","14872","0",,,,,,,,,,,,,,,,,,,,,"Y44","0","    (37.74042035839896, -122.45699391167713)"
"21324000-SW-Right","21324000","6006353.40996","2098468.56093","COLERIDGE ST: GODEUS ST intersection","SW","Right","37.74237214431","-122.42057594221","2020 Nov 10 06:44:16 AM","6767","0",,,,,,,,,,,,,,,,,,,,,"Y40","0","    (37.74237214431458, -122.42057594220717)"
"51140000-NE-Right","51140000","5995773.02332","2086061.0549","RICE ST: COUNTY LINE intersection","NE","Right","37.70766431419","-122.45635583811","2020 Nov 10 06:44:16 AM","48939","0",,,,,,,,,,,,,,,,,,,,,"Y44","0","    (37.707664314191526, -122.45635583811433)"
"21377000-SW-Right","21377000","6004345.73124","2089127.42246","LA GRANDE AVE: RUSSIA AVE intersection","SW","Right","37.71665138816","-122.42684757336","2020 Nov 10 06:44:16 AM","7047","-1",,,,,,,,,,,,,,,,,,,,,"Y24","0","    (37.71665138816411, -122.42684757336133)"
"33140000-E-Right","33140000","6018493.30995","2092253.69813","ARELIOUS WALKER DR: QUESADA AVE intersection","E","Right","37.72593214692","-122.37839211424","2020 Nov 10 06:44:16 AM","49309","-2",,,,,,"0",,,,,,,,,,,,,,,"N04","0","    (37.72593214692112, -122.37839211423659)"
"20470000-N-Left","20470000","6013819.02331","2090499.2537","HOLLISTER AVE: JENNINGS ST intersection","N","Left","37.72078304062","-122.39430194879","2020 Nov 10 06:44:16 AM","2173","0",,,,,,,,,,,,,,,,,,,,,"Y44","0","    (37.72078304062181, -122.39430194879172)"
"26246000-S-Left","26246000","5997202.93778","2102704.57903","DELLBROOK AVE: PANORAMA DR intersection","S","Left","37.75354205378","-122.45257028138","2020 Nov 10 06:44:16 AM","34097","0",,,,,,,,,,,,,,,,,,,,,"Y30","0","    (37.75354205377919, -122.45257028138016)"
"20927000-NW-Left","20927000","6008441.7027","2094477.88387","BOWDOIN ST: SWEENY ST intersection","NW","Left","37.73145191964","-122.41305327828","2020 Nov 10 06:44:16 AM","4660","0",,,,,,,,,,,,,,,,,,,,,"Y44","0","    (37.731451919636555, -122.4130532782791)"
"23787000-SE-Left","23787000","6013424.78099","2107053.54113","16TH ST: MISSOURI ST intersection","SE","Left","37.76642995473","-122.39689710433","2020 Nov 10 06:44:16 AM","20748","100","1",,,"0",,,"0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.766429954732075, -122.39689710433012)"
"27156000-SW-Left","27156000","5993266.15005","2107290.91992","09TH AVE: LINCOLN WAY intersection","SW","Left","37.76592464852","-122.46644249005","2020 Nov 10 06:44:16 AM","39836","95","1","1","1","0",,,"0","0","1","0","1",,"1",,,,"1","1","1","2",,"1","    (37.76592464851752, -122.46644249004626)"
"23205000-SE-Left","23205000","5990410.58555","2101740.27551","19TH AVE: PACHECO ST intersection","SE","Left","37.75051226352","-122.47616321388","2020 Nov 10 06:44:16 AM","17111","0",,,,,,,,,,,,,,,,,,,,,"Y44","0","    (37.750512263517855, -122.4761632138776)"
"26685000-SW-Right","26685000","6005721.00342","2119247.85664","FILBERT ST: VAN NESS AVE intersection","SW","Right","37.79948451902","-122.42417056404","2020 Nov 10 06:44:16 AM","36903","0",,,,,,,,,,,,,,,,,,,,,"Y44","0","    (37.79948451901558, -122.42417056403862)"
"27289000-SW-Right","27289000","5993085.96635","2112715.06163","09TH AVE: GEARY BLVD intersection","SW","Right","37.78087970113","-122.4674876523","2020 Nov 10 06:44:16 AM","40735","100","1",,,"0",,,"0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.78087970113023, -122.46748765230191)"
"27918000-NE-Right","27918000","5982550.972","2112607.29708","43RD AVE: POINT LOBOS AVE intersection","NE","Right","37.77970507188","-122.50405682646","2020 Nov 10 06:44:16 AM","45107","100","1",,,"0",,,"0","0","1","1","1",,"1",,,,"1","1","1","2",,"1","    (37.779705071877146, -122.5040568264581)"
