,PC1,PC2,PC3,PC4,PC5
park_distance,0.5337536574669264,0.4574130435937684,0.06810812819908692,-0.035236679244525615,0.7071067811865478
park_distance_km,0.5337536574669256,0.45741304359376794,0.0681081281990871,-0.03523667924452559,-0.7071067811865478
median_hh_income,0.4268731818129911,-0.4711635849685916,0.20410601247322294,0.7443956599286959,1.622632329996727e-17
pct_non_car_commute,-0.35609239308903645,0.29741043583142784,0.8725084760640143,0.15321292190652533,1.7858056750411599e-16
pct_black_latino,-0.34812578260498733,0.5206712244388741,-0.4333500439773437,0.6480105361117388,-6.837961603114325e-17
